Block Name,Point ID,_0,_1,_2,_Magnitude,CS_0,CS_1,CS_2,CS_3,CS_4,CS_5,CS_6,CS_7,CS_8,CS_Magnitude,eigS1_CS,eigS2_CS,eigS3_CS,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_Magnitude,gradp_0,gradp_1,gradp_2,gradp_Magnitude,KF,nS,p,P_S_0,P_S_1,P_S_2,P_S_3,P_S_4,P_S_5,P_S_6,P_S_7,P_S_8,P_S_Magnitude,S_S_0,S_S_1,S_S_2,S_S_3,S_S_4,S_S_5,S_S_6,S_S_7,S_S_8,S_S_Magnitude,T_S_0,T_S_1,T_S_2,T_S_3,T_S_4,T_S_5,T_S_6,T_S_7,T_S_8,T_S_Magnitude,uS_0,uS_1,uS_2,uS_Magnitude,vF_0,vF_1,vF_2,vF_Magnitude,wFR_0,wFR_1,wFR_2,wFR_Magnitude
unnamed_block_0,635,75,25,33.3333,85.7969,1,-1.51E-14,1.55E-12,-1.51E-14,1,1.64E-11,1.55E-12,1.64E-11,1,1.73205,1.00008,0.999918,1,1,8.39E-16,1.42E-12,-1.59E-14,1,1.58E-11,1.31E-13,5.16E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.17E-06,-3.89E-10,3.99E-08,-3.89E-10,-1.28E-06,4.21E-07,3.99E-08,4.21E-07,-2.43E-06,3.55E-06,-2.17E-06,-3.89E-10,3.99E-08,-3.89E-10,-1.28E-06,4.21E-07,3.99E-08,4.21E-07,-2.43E-06,3.55E-06,-2.17E-06,-3.89E-10,3.99E-08,-3.89E-10,-1.28E-06,4.21E-07,3.99E-08,4.21E-07,-2.43E-06,3.55E-06,-4.00E-11,-4.32E-10,-3.05E-11,4.35E-10,0,0,0,0,0,0,0,0
unnamed_block_0,636,75,16.6667,41.6667,87.4007,1,-6.82E-15,2.70E-12,-6.82E-15,1,3.97E-11,2.70E-12,3.97E-11,1,1.73205,1.00008,0.999918,1,1,4.54E-15,2.54E-12,-1.14E-14,1,4.09E-11,1.57E-13,-1.15E-12,1,1.73205,0,0,0,0,0,0.04,0,-2.21E-06,-1.75E-10,6.94E-08,-1.75E-10,-1.44E-06,1.02E-06,6.94E-08,1.02E-06,-2.24E-06,3.75E-06,-2.21E-06,-1.75E-10,6.94E-08,-1.75E-10,-1.44E-06,1.02E-06,6.94E-08,1.02E-06,-2.24E-06,3.75E-06,-2.21E-06,-1.75E-10,6.94E-08,-1.75E-10,-1.44E-06,1.02E-06,6.94E-08,1.02E-06,-2.24E-06,3.75E-06,-2.36E-11,-3.65E-10,-3.70E-11,3.68E-10,0,0,0,0,0,0,0,0
unnamed_block_0,637,75,0,50,90.1388,1,0,3.16E-12,0,1,1.38E-10,3.16E-12,1.38E-10,1,1.73205,1.00008,0.999918,1,1,0,3.16E-12,0,1,1.38E-10,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.37E-06,2.79E-17,8.13E-08,2.79E-17,-2.37E-06,3.55E-06,8.13E-08,3.55E-06,-7.90E-06,9.94E-06,-2.37E-06,1.67E-17,8.13E-08,1.67E-17,-2.37E-06,3.55E-06,8.13E-08,3.55E-06,-7.90E-06,9.94E-06,-2.37E-06,3.91E-17,8.13E-08,3.91E-17,-2.37E-06,3.55E-06,8.13E-08,3.55E-06,-7.90E-06,9.94E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,638,75,8.33333,50,90.5232,1,0,3.14E-12,0,1,6.98E-11,3.14E-12,6.98E-11,1,1.73205,1.00008,0.999918,1,1,0,3.14E-12,0,1,6.98E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,1.40E-17,8.08E-08,1.40E-17,-2.29E-06,1.80E-06,8.08E-08,1.80E-06,-2.36E-06,4.75E-06,-2.29E-06,8.38E-18,8.08E-08,8.38E-18,-2.29E-06,1.80E-06,8.08E-08,1.80E-06,-2.36E-06,4.75E-06,-2.29E-06,1.97E-17,8.08E-08,1.97E-17,-2.29E-06,1.80E-06,8.08E-08,1.80E-06,-2.36E-06,4.75E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,639,66.6667,58.3333,0,88.5845,1,0,-4.85E-12,0,1,-7.27E-12,-4.85E-12,-7.27E-12,1,1.73205,1.00008,0.999918,1,1,0,-4.85E-12,0,1,-7.27E-12,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,2.26E-18,-1.25E-07,2.26E-18,-2.29E-06,-1.87E-07,-1.25E-07,-1.87E-07,-2.14E-06,3.90E-06,-2.29E-06,1.35E-18,-1.25E-07,1.35E-18,-2.29E-06,-1.87E-07,-1.25E-07,-1.87E-07,-2.14E-06,3.90E-06,-2.29E-06,3.17E-18,-1.25E-07,3.17E-18,-2.29E-06,-1.87E-07,-1.25E-07,-1.87E-07,-2.14E-06,3.90E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,640,66.6667,58.3333,8.33333,88.9756,1,-8.22E-15,-4.17E-12,-8.22E-15,1,-6.25E-12,-4.17E-12,-6.25E-12,1,1.73205,1.00008,0.999918,1,1,-3.75E-15,-3.92E-12,-4.47E-15,1,-5.88E-12,-2.45E-13,-3.68E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.20E-06,-2.12E-10,-1.07E-07,-2.12E-10,-2.16E-06,-1.61E-07,-1.07E-07,-1.61E-07,-2.26E-06,3.83E-06,-2.20E-06,-2.12E-10,-1.07E-07,-2.12E-10,-2.16E-06,-1.61E-07,-1.07E-07,-1.61E-07,-2.26E-06,3.83E-06,-2.20E-06,-2.12E-10,-1.07E-07,-2.12E-10,-2.16E-06,-1.61E-07,-1.07E-07,-1.61E-07,-2.26E-06,3.83E-06,-3.66E-11,-5.49E-11,1.47E-11,6.76E-11,0,0,0,0,0,0,0,0
unnamed_block_0,641,66.6667,50,16.6667,84.9837,1,-1.77E-14,-2.38E-12,-1.77E-14,1,-5.31E-12,-2.38E-12,-5.31E-12,1,1.73205,1.00008,0.999918,1,1,-7.38E-15,-2.18E-12,-1.03E-14,1,-4.86E-12,-2.05E-13,-4.55E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.13E-06,-4.56E-10,-6.13E-08,-4.56E-10,-1.96E-06,-1.37E-07,-6.13E-08,-1.37E-07,-2.36E-06,3.74E-06,-2.13E-06,-4.56E-10,-6.13E-08,-4.56E-10,-1.96E-06,-1.37E-07,-6.13E-08,-1.37E-07,-2.36E-06,3.74E-06,-2.13E-06,-4.56E-10,-6.13E-08,-4.56E-10,-1.96E-06,-1.37E-07,-6.13E-08,-1.37E-07,-2.36E-06,3.74E-06,-6.21E-11,-1.38E-10,1.55E-11,1.52E-10,0,0,0,0,0,0,0,0
unnamed_block_0,642,66.6667,41.6667,25,82.4958,1,-2.45E-14,1.39E-14,-2.45E-14,1,5.20E-14,1.39E-14,5.20E-14,1,1.73205,1.00008,0.999918,1,1,-8.36E-15,1.39E-14,-1.61E-14,1,5.20E-14,-1.74E-25,-1.57E-25,1,1.73205,0,0,0,0,0,0.04,0,-2.10E-06,-6.31E-10,3.59E-10,-6.31E-10,-1.74E-06,1.34E-09,3.59E-10,1.34E-09,-2.44E-06,3.66E-06,-2.10E-06,-6.31E-10,3.59E-10,-6.31E-10,-1.74E-06,1.34E-09,3.59E-10,1.34E-09,-2.44E-06,3.66E-06,-2.10E-06,-6.31E-10,3.59E-10,-6.31E-10,-1.74E-06,1.34E-09,3.59E-10,1.34E-09,-2.44E-06,3.66E-06,-7.12E-11,-2.32E-10,5.30E-25,2.43E-10,0,0,0,0,0,0,0,0
unnamed_block_0,643,66.6667,33.3333,33.3333,81.6497,1,-2.37E-14,2.40E-12,-2.37E-14,1,1.15E-11,2.40E-12,1.15E-11,1,1.73205,1.00008,0.999918,1,1,-5.23E-15,2.20E-12,-1.84E-14,1,1.07E-11,2.04E-13,7.99E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.13E-06,-6.09E-10,6.19E-08,-6.09E-10,-1.60E-06,2.97E-07,6.19E-08,2.97E-07,-2.41E-06,3.61E-06,-2.13E-06,-6.09E-10,6.19E-08,-6.09E-10,-1.60E-06,2.97E-07,6.19E-08,2.97E-07,-2.41E-06,3.61E-06,-2.13E-06,-6.09E-10,6.19E-08,-6.09E-10,-1.60E-06,2.97E-07,6.19E-08,2.97E-07,-2.41E-06,3.61E-06,-6.20E-11,-2.96E-10,-2.62E-11,3.03E-10,0,0,0,0,0,0,0,0
unnamed_block_0,644,66.6667,25,41.6667,82.4958,1,-1.38E-14,4.17E-12,-1.38E-14,1,2.85E-11,4.17E-12,2.85E-11,1,1.73205,1.00008,0.999918,1,1,8.75E-20,3.93E-12,-1.38E-14,1,2.76E-11,2.43E-13,8.45E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.19E-06,-3.56E-10,1.07E-07,-3.56E-10,-1.71E-06,7.33E-07,1.07E-07,7.33E-07,-2.21E-06,3.70E-06,-2.19E-06,-3.56E-10,1.07E-07,-3.56E-10,-1.71E-06,7.33E-07,1.07E-07,7.33E-07,-2.21E-06,3.70E-06,-2.19E-06,-3.56E-10,1.07E-07,-3.56E-10,-1.71E-06,7.33E-07,1.07E-07,7.33E-07,-2.21E-06,3.70E-06,-3.65E-11,-2.51E-10,-3.92E-11,2.57E-10,0,0,0,0,0,0,0,0
unnamed_block_0,645,66.6667,16.6667,50,84.9837,1,0,4.84E-12,0,1,4.67E-11,4.84E-12,4.67E-11,1,1.73205,1.00008,0.999918,1,1,0,4.84E-12,0,1,4.67E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,1.45E-17,1.25E-07,1.45E-17,-2.29E-06,1.20E-06,1.25E-07,1.20E-06,-1.85E-06,4.10E-06,-2.29E-06,8.67E-18,1.25E-07,8.67E-18,-2.29E-06,1.20E-06,1.25E-07,1.20E-06,-1.85E-06,4.10E-06,-2.29E-06,2.03E-17,1.25E-07,2.03E-17,-2.29E-06,1.20E-06,1.25E-07,1.20E-06,-1.85E-06,4.10E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,646,58.3333,66.6667,0,88.5845,1,0,-7.27E-12,0,1,-4.85E-12,-7.27E-12,-4.85E-12,1,1.73205,1.00008,0.999918,1,1,0,-7.27E-12,0,1,-4.85E-12,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,2.26E-18,-1.87E-07,2.26E-18,-2.29E-06,-1.25E-07,-1.87E-07,-1.25E-07,-2.14E-06,3.90E-06,-2.29E-06,1.35E-18,-1.87E-07,1.35E-18,-2.29E-06,-1.25E-07,-1.87E-07,-1.25E-07,-2.14E-06,3.90E-06,-2.29E-06,3.17E-18,-1.87E-07,3.17E-18,-2.29E-06,-1.25E-07,-1.87E-07,-1.25E-07,-2.14E-06,3.90E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,647,58.3333,66.6667,8.33333,88.9756,1,-8.22E-15,-6.25E-12,-8.22E-15,1,-4.17E-12,-6.25E-12,-4.17E-12,1,1.73205,1.00008,0.999918,1,1,-4.47E-15,-5.88E-12,-3.75E-15,1,-3.92E-12,-3.68E-13,-2.45E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.16E-06,-2.12E-10,-1.61E-07,-2.12E-10,-2.20E-06,-1.07E-07,-1.61E-07,-1.07E-07,-2.26E-06,3.83E-06,-2.16E-06,-2.12E-10,-1.61E-07,-2.12E-10,-2.20E-06,-1.07E-07,-1.61E-07,-1.07E-07,-2.26E-06,3.83E-06,-2.16E-06,-2.12E-10,-1.61E-07,-2.12E-10,-2.20E-06,-1.07E-07,-1.61E-07,-1.07E-07,-2.26E-06,3.83E-06,-5.49E-11,-3.66E-11,1.47E-11,6.76E-11,0,0,0,0,0,0,0,0
unnamed_block_0,648,58.3333,58.3333,16.6667,84.1625,1,-1.92E-14,-3.58E-12,-1.92E-14,1,-3.58E-12,-3.58E-12,-3.58E-12,1,1.73205,1.00008,0.999918,1,1,-9.58E-15,-3.27E-12,-9.58E-15,1,-3.27E-12,-3.09E-13,-3.09E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.06E-06,-4.93E-10,-9.22E-08,-4.93E-10,-2.06E-06,-9.22E-08,-9.22E-08,-9.22E-08,-2.36E-06,3.76E-06,-2.06E-06,-4.93E-10,-9.22E-08,-4.93E-10,-2.06E-06,-9.22E-08,-9.22E-08,-9.22E-08,-2.36E-06,3.76E-06,-2.06E-06,-4.93E-10,-9.22E-08,-4.93E-10,-2.06E-06,-9.22E-08,-9.22E-08,-9.22E-08,-2.36E-06,3.76E-06,-9.32E-11,-9.32E-11,1.44E-11,1.33E-10,0,0,0,0,0,0,0,0
unnamed_block_0,649,58.3333,50,25,80.7947,1,-2.87E-14,2.14E-14,-2.87E-14,1,3.30E-14,2.14E-14,3.30E-14,1,1.73205,1.00008,0.999918,1,1,-1.30E-14,2.14E-14,-1.56E-14,1,3.30E-14,5.23E-26,-3.26E-26,1,1.73205,0,0,0,0,0,0.04,0,-2.03E-06,-7.38E-10,5.51E-10,-7.38E-10,-1.91E-06,8.50E-10,5.51E-10,8.50E-10,-2.42E-06,3.69E-06,-2.03E-06,-7.38E-10,5.51E-10,-7.38E-10,-1.91E-06,8.50E-10,5.51E-10,8.50E-10,-2.42E-06,3.69E-06,-2.03E-06,-7.38E-10,5.51E-10,-7.38E-10,-1.91E-06,8.50E-10,5.51E-10,8.50E-10,-2.42E-06,3.69E-06,-1.07E-10,-1.58E-10,6.47E-25,1.91E-10,0,0,0,0,0,0,0,0
unnamed_block_0,650,58.3333,41.6667,33.3333,79.0569,1,-3.09E-14,3.61E-12,-3.09E-14,1,7.90E-12,3.61E-12,7.90E-12,1,1.73205,1.00008,0.999918,1,1,-1.18E-14,3.30E-12,-1.91E-14,1,7.26E-12,3.08E-13,6.42E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.06E-06,-7.96E-10,9.30E-08,-7.96E-10,-1.81E-06,2.03E-07,9.30E-08,2.03E-07,-2.39E-06,3.65E-06,-2.06E-06,-7.96E-10,9.30E-08,-7.96E-10,-1.81E-06,2.03E-07,9.30E-08,2.03E-07,-2.39E-06,3.65E-06,-2.06E-06,-7.96E-10,9.30E-08,-7.96E-10,-1.81E-06,2.03E-07,9.30E-08,2.03E-07,-2.39E-06,3.65E-06,-9.30E-11,-2.02E-10,-2.22E-11,2.24E-10,0,0,0,0,0,0,0,0
unnamed_block_0,651,58.3333,33.3333,41.6667,79.0569,1,-2.10E-14,6.25E-12,-2.10E-14,1,1.98E-11,6.25E-12,1.98E-11,1,1.73205,1.00008,0.999918,1,1,-5.82E-15,5.89E-12,-1.52E-14,1,1.88E-11,3.65E-13,9.81E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.15E-06,-5.42E-10,1.61E-07,-5.42E-10,-1.89E-06,5.09E-07,1.61E-07,5.09E-07,-2.21E-06,3.70E-06,-2.15E-06,-5.42E-10,1.61E-07,-5.42E-10,-1.89E-06,5.09E-07,1.61E-07,5.09E-07,-2.21E-06,3.70E-06,-2.15E-06,-5.42E-10,1.61E-07,-5.42E-10,-1.89E-06,5.09E-07,1.61E-07,5.09E-07,-2.21E-06,3.70E-06,-5.47E-11,-1.73E-10,-3.39E-11,1.84E-10,0,0,0,0,0,0,0,0
unnamed_block_0,652,58.3333,25,50,80.7947,1,0,7.24E-12,0,1,3.26E-11,7.24E-12,3.26E-11,1,1.73205,1.00008,0.999918,1,1,0,7.24E-12,0,1,3.26E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,1.51E-17,1.86E-07,1.51E-17,-2.29E-06,8.39E-07,1.86E-07,8.39E-07,-1.85E-06,3.92E-06,-2.29E-06,9.04E-18,1.86E-07,9.04E-18,-2.29E-06,8.39E-07,1.86E-07,8.39E-07,-1.85E-06,3.92E-06,-2.29E-06,2.12E-17,1.86E-07,2.12E-17,-2.29E-06,8.39E-07,1.86E-07,8.39E-07,-1.85E-06,3.92E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,653,50,75,0,90.1388,1,0,-1.07E-11,0,1,-3.13E-12,-1.07E-11,-3.13E-12,1,1.73205,1.00008,0.999918,1,1,0,-1.07E-11,0,1,-3.13E-12,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,2.15E-18,-2.76E-07,2.15E-18,-2.29E-06,-8.06E-08,-2.76E-07,-8.06E-08,-2.12E-06,3.89E-06,-2.29E-06,1.29E-18,-2.76E-07,1.29E-18,-2.29E-06,-8.06E-08,-2.76E-07,-8.06E-08,-2.12E-06,3.89E-06,-2.29E-06,3.02E-18,-2.76E-07,3.02E-18,-2.29E-06,-8.06E-08,-2.76E-07,-8.06E-08,-2.12E-06,3.89E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,654,50,75,8.33333,90.5232,1,-7.09E-15,-9.24E-12,-7.09E-15,1,-2.69E-12,-9.24E-12,-2.69E-12,1,1.73205,1.00008,0.999918,1,1,-4.34E-15,-8.70E-12,-2.75E-15,1,-2.53E-12,-5.40E-13,-1.58E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.10E-06,-1.83E-10,-2.38E-07,-1.83E-10,-2.22E-06,-6.92E-08,-2.38E-07,-6.92E-08,-2.26E-06,3.81E-06,-2.10E-06,-1.83E-10,-2.38E-07,-1.83E-10,-2.22E-06,-6.92E-08,-2.38E-07,-6.92E-08,-2.26E-06,3.81E-06,-2.10E-06,-1.83E-10,-2.38E-07,-1.83E-10,-2.22E-06,-6.92E-08,-2.38E-07,-6.92E-08,-2.26E-06,3.81E-06,-8.11E-11,-2.36E-11,1.68E-11,8.61E-11,0,0,0,0,0,0,0,0
unnamed_block_0,655,50,66.6667,16.6667,84.9837,1,-1.77E-14,-5.31E-12,-1.77E-14,1,-2.38E-12,-5.31E-12,-2.38E-12,1,1.73205,1.00008,0.999918,1,1,-1.03E-14,-4.86E-12,-7.38E-15,1,-2.18E-12,-4.55E-13,-2.05E-13,1,1.73205,0,0,0,0,0,0.04,0,-1.96E-06,-4.56E-10,-1.37E-07,-4.56E-10,-2.13E-06,-6.13E-08,-1.37E-07,-6.13E-08,-2.36E-06,3.74E-06,-1.96E-06,-4.56E-10,-1.37E-07,-4.56E-10,-2.13E-06,-6.13E-08,-1.37E-07,-6.13E-08,-2.36E-06,3.74E-06,-1.96E-06,-4.56E-10,-1.37E-07,-4.56E-10,-2.13E-06,-6.13E-08,-1.37E-07,-6.13E-08,-2.36E-06,3.74E-06,-1.38E-10,-6.21E-11,1.55E-11,1.52E-10,0,0,0,0,0,0,0,0
unnamed_block_0,656,50,58.3333,25,80.7947,1,-2.87E-14,3.30E-14,-2.87E-14,1,2.14E-14,3.30E-14,2.14E-14,1,1.73205,1.00008,0.999918,1,1,-1.56E-14,3.30E-14,-1.30E-14,1,2.14E-14,1.28E-25,-6.52E-26,1,1.73205,0,0,0,0,0,0.04,0,-1.91E-06,-7.38E-10,8.50E-10,-7.38E-10,-2.03E-06,5.51E-10,8.50E-10,5.51E-10,-2.42E-06,3.69E-06,-1.91E-06,-7.38E-10,8.50E-10,-7.38E-10,-2.03E-06,5.51E-10,8.50E-10,5.51E-10,-2.42E-06,3.69E-06,-1.91E-06,-7.38E-10,8.50E-10,-7.38E-10,-2.03E-06,5.51E-10,8.50E-10,5.51E-10,-2.42E-06,3.69E-06,-1.58E-10,-1.07E-10,6.04E-25,1.91E-10,0,0,0,0,0,0,0,0
unnamed_block_0,657,50,50,33.3333,78.1736,1,-3.37E-14,5.36E-12,-3.37E-14,1,5.36E-12,5.36E-12,5.36E-12,1,1.73205,1.00008,0.999918,1,1,-1.69E-14,4.91E-12,-1.69E-14,1,4.91E-12,4.54E-13,4.54E-13,1,1.73205,0,0,0,0,0,0.04,0,-1.96E-06,-8.68E-10,1.38E-07,-8.68E-10,-1.96E-06,1.38E-07,1.38E-07,1.38E-07,-2.38E-06,3.67E-06,-1.96E-06,-8.68E-10,1.38E-07,-8.68E-10,-1.96E-06,1.38E-07,1.38E-07,1.38E-07,-2.38E-06,3.67E-06,-1.96E-06,-8.68E-10,1.38E-07,-8.68E-10,-1.96E-06,1.38E-07,1.38E-07,1.38E-07,-2.38E-06,3.67E-06,-1.38E-10,-1.38E-10,-2.08E-11,1.96E-10,0,0,0,0,0,0,0,0
unnamed_block_0,658,50,41.6667,41.6667,77.2802,1,-2.57E-14,9.25E-12,-2.57E-14,1,1.36E-11,9.25E-12,1.36E-11,1,1.73205,1.00008,0.999918,1,1,-1.12E-14,8.71E-12,-1.45E-14,1,1.28E-11,5.37E-13,7.62E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.10E-06,-6.61E-10,2.38E-07,-6.61E-10,-2.01E-06,3.49E-07,2.38E-07,3.49E-07,-2.22E-06,3.71E-06,-2.10E-06,-6.61E-10,2.38E-07,-6.61E-10,-2.01E-06,3.49E-07,2.38E-07,3.49E-07,-2.22E-06,3.71E-06,-2.10E-06,-6.61E-10,2.38E-07,-6.61E-10,-2.01E-06,3.49E-07,2.38E-07,3.49E-07,-2.22E-06,3.71E-06,-8.08E-11,-1.18E-10,-3.03E-11,1.47E-10,0,0,0,0,0,0,0,0
unnamed_block_0,659,50,33.3333,50,78.1736,1,0,1.07E-11,0,1,2.27E-11,1.07E-11,2.27E-11,1,1.73205,1.00008,0.999918,1,1,0,1.07E-11,0,1,2.27E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,1.55E-17,2.75E-07,1.55E-17,-2.29E-06,5.83E-07,2.75E-07,5.83E-07,-1.90E-06,3.86E-06,-2.29E-06,9.26E-18,2.75E-07,9.26E-18,-2.29E-06,5.83E-07,2.75E-07,5.83E-07,-1.90E-06,3.86E-06,-2.29E-06,2.17E-17,2.75E-07,2.17E-17,-2.29E-06,5.83E-07,2.75E-07,5.83E-07,-1.90E-06,3.86E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,660,41.6667,83.3333,0,93.1695,1,0,-1.57E-11,0,1,-1.87E-12,-1.57E-11,-1.87E-12,1,1.73205,1.00008,0.999918,1,1,0,-1.57E-11,0,1,-1.87E-12,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,1.87E-18,-4.03E-07,1.87E-18,-2.29E-06,-4.80E-08,-4.03E-07,-4.80E-08,-2.07E-06,3.89E-06,-2.29E-06,1.12E-18,-4.03E-07,1.12E-18,-2.29E-06,-4.80E-08,-4.03E-07,-4.80E-08,-2.07E-06,3.89E-06,-2.29E-06,2.62E-18,-4.03E-07,2.62E-18,-2.29E-06,-4.80E-08,-4.03E-07,-4.80E-08,-2.07E-06,3.89E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,661,41.6667,83.3333,8.33333,93.5414,1,-4.93E-15,-1.36E-11,-4.93E-15,1,-1.60E-12,-1.36E-11,-1.60E-12,1,1.73205,1.00008,0.999918,1,1,-3.46E-15,-1.28E-11,-1.48E-15,1,-1.51E-12,-7.65E-13,-9.36E-14,1,1.73205,0,0,0,0,0,0.04,0,-2.01E-06,-1.27E-10,-3.49E-07,-1.27E-10,-2.24E-06,-4.12E-08,-3.49E-07,-4.12E-08,-2.25E-06,3.79E-06,-2.01E-06,-1.27E-10,-3.49E-07,-1.27E-10,-2.24E-06,-4.12E-08,-3.49E-07,-4.12E-08,-2.25E-06,3.79E-06,-2.01E-06,-1.27E-10,-3.49E-07,-1.27E-10,-2.24E-06,-4.12E-08,-3.49E-07,-4.12E-08,-2.25E-06,3.79E-06,-1.19E-10,-1.41E-11,2.12E-11,1.21E-10,0,0,0,0,0,0,0,0
unnamed_block_0,662,41.6667,75,16.6667,87.4007,1,-1.40E-14,-7.82E-12,-1.40E-14,1,-1.54E-12,-7.82E-12,-1.54E-12,1,1.73205,1.00008,0.999918,1,1,-9.66E-15,-7.18E-12,-4.30E-15,1,-1.40E-12,-6.43E-13,-1.32E-13,1,1.73205,0,0,0,0,0,0.04,0,-1.81E-06,-3.59E-10,-2.01E-07,-3.59E-10,-2.17E-06,-3.95E-08,-2.01E-07,-3.95E-08,-2.38E-06,3.71E-06,-1.81E-06,-3.59E-10,-2.01E-07,-3.59E-10,-2.17E-06,-3.95E-08,-2.01E-07,-3.95E-08,-2.38E-06,3.71E-06,-1.81E-06,-3.59E-10,-2.01E-07,-3.59E-10,-2.17E-06,-3.95E-08,-2.01E-07,-3.95E-08,-2.38E-06,3.71E-06,-2.02E-10,-4.01E-11,1.87E-11,2.07E-10,0,0,0,0,0,0,0,0
unnamed_block_0,663,41.6667,66.6667,25,82.4958,1,-2.45E-14,5.20E-14,-2.45E-14,1,1.39E-14,5.20E-14,1.39E-14,1,1.73205,1.00008,0.999918,1,1,-1.61E-14,5.20E-14,-8.36E-15,1,1.39E-14,1.38E-26,-1.50E-25,1,1.73205,0,0,0,0,0,0.04,0,-1.74E-06,-6.31E-10,1.34E-09,-6.31E-10,-2.10E-06,3.59E-10,1.34E-09,3.59E-10,-2.44E-06,3.66E-06,-1.74E-06,-6.31E-10,1.34E-09,-6.31E-10,-2.10E-06,3.59E-10,1.34E-09,3.59E-10,-2.44E-06,3.66E-06,-1.74E-06,-6.31E-10,1.34E-09,-6.31E-10,-2.10E-06,3.59E-10,1.34E-09,3.59E-10,-2.44E-06,3.66E-06,-2.32E-10,-7.12E-11,3.65E-25,2.43E-10,0,0,0,0,0,0,0,0
unnamed_block_0,664,41.6667,58.3333,33.3333,79.0569,1,-3.09E-14,7.90E-12,-3.09E-14,1,3.61E-12,7.90E-12,3.61E-12,1,1.73205,1.00008,0.999918,1,1,-1.91E-14,7.26E-12,-1.18E-14,1,3.30E-12,6.42E-13,3.08E-13,1,1.73205,0,0,0,0,0,0.04,0,-1.81E-06,-7.96E-10,2.03E-07,-7.96E-10,-2.06E-06,9.30E-08,2.03E-07,9.30E-08,-2.39E-06,3.65E-06,-1.81E-06,-7.96E-10,2.03E-07,-7.96E-10,-2.06E-06,9.30E-08,2.03E-07,9.30E-08,-2.39E-06,3.65E-06,-1.81E-06,-7.96E-10,2.03E-07,-7.96E-10,-2.06E-06,9.30E-08,2.03E-07,9.30E-08,-2.39E-06,3.65E-06,-2.02E-10,-9.30E-11,-2.22E-11,2.24E-10,0,0,0,0,0,0,0,0
unnamed_block_0,665,41.6667,50,41.6667,77.2802,1,-2.57E-14,1.36E-11,-2.57E-14,1,9.25E-12,1.36E-11,9.25E-12,1,1.73205,1.00008,0.999918,1,1,-1.45E-14,1.28E-11,-1.12E-14,1,8.71E-12,7.62E-13,5.37E-13,1,1.73205,0,0,0,0,0,0.04,0,-2.01E-06,-6.61E-10,3.49E-07,-6.61E-10,-2.10E-06,2.38E-07,3.49E-07,2.38E-07,-2.22E-06,3.71E-06,-2.01E-06,-6.61E-10,3.49E-07,-6.61E-10,-2.10E-06,2.38E-07,3.49E-07,2.38E-07,-2.22E-06,3.71E-06,-2.01E-06,-6.61E-10,3.49E-07,-6.61E-10,-2.10E-06,2.38E-07,3.49E-07,2.38E-07,-2.22E-06,3.71E-06,-1.18E-10,-8.08E-11,-3.03E-11,1.47E-10,0,0,0,0,0,0,0,0
